"","bill_id","pct_repub","num_sponsors","signed"
"4656","HR 1304",1,1,0
"4657","HR 1305",1,1,0
"4658","HR 1306",0,1,0
"4659","HR 1307",0,1,0
"4660","HR 1308",0,1,0
"4661","HR 1309",0,1,0
"4662","HR 131",1,1,0
"4663","HR 1310",0,1,0
"4664","HR 1311",0,1,0
"4665","HR 1312",1,1,0
"4666","HR 1313",1,1,0
"4667","HR 1314",1,1,0
"4668","HR 1315",0,1,0
"4669","HR 1316",1,5,0
"4670","HR 1318",0,1,0
"4671","HR 1319",0,1,0
"4672","HR 132",1,1,0
"4673","HR 1320",0,1,0
"4674","HR 1321",0,1,0
"4675","HR 1322",0,1,0
"4676","HR 1323",0,1,0
"4677","HR 1324",0,1,0
"4678","HR 1325",0,1,0
"4679","HR 1326",0,1,0
"4680","HR 1327",0,1,0
"4681","HR 1328",0,1,0
"4682","HR 1329",0,1,0
"4683","HR 133",1,1,0
"4684","HR 1330",0,1,0
"4685","HR 1331",0,1,0
"4686","HR 1332",0,1,0
"4687","HR 1333",0,1,0
"4688","HR 1334",0,1,0
"4689","HR 1335",0,1,0
"4690","HR 1336",0,1,0
"4691","HR 1337",0,1,0
"4692","HR 1338",0,1,0
"4693","HR 1339",1,1,0
"4694","HR 134",1,1,0
"4695","HR 1340",1,1,0
"4696","HR 1341",1,1,0
"4697","HR 1342",1,1,0
"4698","HR 1343",0,2,0
"4699","HR 1344",1,1,0
"4700","HR 1345",1,1,0
"4701","HR 1346",1,1,0
"4702","HR 1347",1,1,0
"4703","HR 1348",1,1,0
"4704","HR 1349",1,1,0
"4705","HR 135",0,1,0
"4706","HR 1350",0,1,0
"4707","HR 1351",1,1,0
"4708","HR 1352",1,1,0
"4709","HR 1355",0,1,0
"4710","HR 1356",1,5,0
"4711","HR 1357",1,1,0
"4712","HR 1358",1,1,0
"4713","HR 1359",0.333333333333333,3,0
"4714","HR 136",0,1,0
"4715","HR 1360",0,2,0
"4716","HR 1361",0,2,0
"4717","HR 1363",1,1,0
"4718","HR 1364",1,1,0
"4719","HR 1368",1,1,0
"4720","HR 1369",1,5,0
"4721","HR 137",0,1,0
"4722","HR 1370",1,1,0
"4723","HR 1371",1,1,0
"4724","HR 1372",1,1,0
"4725","HR 1373",1,1,0
"4726","HR 1374",1,1,0
"4727","HR 1375",1,1,0
"4728","HR 1376",1,1,0
"4729","HR 1377",1,4,0
"4730","HR 1378",1,1,0
"4731","HR 1379",0,1,0
"4732","HR 138",0,1,0
"4733","HR 1380",0,1,0
"4734","HR 1381",1,1,0
"4735","HR 1382",0,1,0
"4736","HR 1383",0,1,0
"4737","HR 1384",0.5,2,0
"4738","HR 1385",1,1,0
"4739","HR 1386",1,1,0
"4740","HR 1387",0,1,0
"4741","HR 1388",1,1,0
"4742","HR 1389",0,1,0
"4743","HR 139",0,1,0
"4744","HR 1390",1,1,0
"4745","HR 1391",1,1,0
"4746","HR 1392",1,1,0
"4747","HR 1393",0,1,0
"4748","HR 1394",1,1,0
"4749","HR 1395",1,1,0
"4750","HR 1396",1,1,0
"4751","HR 1397",1,1,0
"4752","HR 1398",1,1,0
"4753","HR 140",0,1,0
"4754","HR 1400",0.2,5,0
"4755","HR 1401",0,1,0
"4756","HR 1402",1,1,0
"4757","HR 1403",1,1,0
"4758","HR 1404",1,1,0
"4759","HR 1405",0,1,0
"4760","HR 1406",1,1,0
"4761","HR 1407",1,1,0
"4762","HR 1408",1,1,0
"4763","HR 1409",1,2,0
"4764","HR 141",0,1,0
"4765","HR 1412",1,5,0
"4766","HR 1413",0,1,0
"4767","HR 1414",1,1,0
"4768","HR 1415",1,1,0
"4769","HR 1416",1,1,0
"4770","HR 1417",1,1,0
"4771","HR 1418",1,1,0
"4772","HR 1419",1,1,0
"4773","HR 142",0,1,0
"4774","HR 1421",1,1,0
"4775","HR 1422",1,1,0
"4776","HR 1423",1,1,0
"4777","HR 1424",1,1,0
"4778","HR 1425",0,1,0
"4779","HR 1426",1,1,0
"4780","HR 1427",1,1,0
"4781","HR 1428",1,1,0
"4782","HR 1429",1,1,0
"4783","HR 143",0,1,0
"4784","HR 1430",1,1,0
"4785","HR 1431",1,1,0
"4786","HR 1432",1,1,0
"4787","HR 1433",1,1,0
"4788","HR 1434",1,1,0
"4789","HR 1435",1,1,0
"4790","HR 1436",1,1,0
"4791","HR 1437",1,1,0
"4792","HR 1438",1,1,0
"4793","HR 1439",1,1,0
"4794","HR 144",1,1,0
"4795","HR 1440",1,1,0
"4796","HR 1441",1,1,0
"4797","HR 1442",1,1,0
"4798","HR 1443",1,1,0
"4799","HR 1444",1,1,0
"4800","HR 1445",1,1,0
"4801","HR 1446",1,1,0
"4802","HR 1447",1,1,0
"4803","HR 1448",1,1,0
"4804","HR 1449",1,1,0
"4805","HR 145",0,1,0
"4806","HR 1450",1,1,0
"4807","HR 1451",1,1,0
"4808","HR 1452",1,1,0
"4809","HR 1453",1,1,0
"4810","HR 1454",1,1,0
"4811","HR 1455",1,1,0
"4812","HR 1456",1,1,0
"4813","HR 1457",1,1,0
"4814","HR 1458",1,1,0
"4815","HR 1459",1,1,0
"4816","HR 146",0.833333333333333,6,0
"4817","HR 1460",1,1,0
"4818","HR 1461",1,1,0
"4819","HR 1462",1,1,0
"4820","HR 1463",1,1,0
"4821","HR 1464",0.6,5,0
"4822","HR 1465",0,1,0
"4823","HR 1466",0,1,0
"4824","HR 1467",0,1,0
"4825","HR 1468",1,1,0
"4826","HR 1469",1,1,0
"4827","HR 147",1,1,0
"4828","HR 1470",1,1,0
"4829","HR 1471",0,1,0
"4830","HR 1472",0,1,0
"4831","HR 1473",1,1,0
"4832","HR 1474",0,1,0
"4833","HR 1475",0,1,0
"4834","HR 1476",0.5,2,0
"4835","HR 1477",0.5,2,0
"4836","HR 1478",0.5,2,0
"4837","HR 1479",0.5,2,0
"4838","HR 148",1,3,0
"4839","HR 1480",1,1,0
"4840","HR 1481",0,1,0
"4841","HR 1482",0,1,0
"4842","HR 1483",0,1,0
"4843","HR 1484",0,1,0
"4844","HR 1485",0,1,0
"4845","HR 1486",1,1,0
"4846","HR 1487",0,1,0
"4847","HR 1488",0,1,0
"4848","HR 1489",1,1,0
"4849","HR 149",0,1,0
"4850","HR 1490",0.5,2,0
"4851","HR 1491",0,1,0
"4852","HR 1492",0,1,0
"4853","HR 1493",0,1,0
"4854","HR 1494",0,1,0
"4855","HR 1495",1,1,0
"4856","HR 1496",1,1,0
"4857","HR 1497",1,1,0
"4858","HR 1498",0,1,0
"4859","HR 1499",1,1,0
"4860","HR 150",1,1,0
"4861","HR 1500",1,1,0
"4862","HR 1501",0,1,0
"4863","HR 1502",1,1,0
"4864","HR 1503",1,1,0
"4865","HR 1504",0,1,0
"4866","HR 1505",0,1,0
"4867","HR 1506",1,1,0
"4868","HR 1507",0,1,0
"4869","HR 1508",0,1,0
"4870","HR 1509",0,1,0
"4871","HR 151",0.5,2,0
"4872","HR 1510",0,1,0
"4873","HR 1511",0,2,0
"4874","HR 1512",1,1,0
"4875","HR 1513",1,1,0
"4876","HR 1514",1,1,0
"4877","HR 1515",1,1,0
"4878","HR 1516",1,1,0
"4879","HR 1517",1,1,0
"4880","HR 1518",1,1,0
"4881","HR 1519",1,1,0
"4882","HR 152",0,1,0
"4883","HR 1520",0,1,0
"4884","HR 1521",0,1,0
"4885","HR 1523",0,1,0
"4886","HR 1524",0,1,0
"4887","HR 1525",1,1,0
"4888","HR 1526",1,1,0
"4889","HR 1527",1,1,0
"4890","HR 1528",1,1,0
"4891","HR 1529",1,1,0
"4892","HR 153",1,8,0
"4893","HR 1530",1,1,0
"4894","HR 1531",1,1,0
"4895","HR 1532",1,1,0
"4896","HR 1533",1,1,0
"4897","HR 1534",1,1,0
"4898","HR 1535",0,1,0
"4899","HR 1536",1,1,0
"4900","HR 1537",1,1,0
"4901","HR 1538",1,5,0
"4902","HR 1539",1,1,0
"4903","HR 1540",1,1,0
"4904","HR 1541",1,1,0
"4905","HR 1542",1,1,0
"4906","HR 1543",0,1,0
"4907","HR 1544",0,1,0
"4908","HR 1545",0,1,0
"4909","HR 1546",0,1,0
"4910","HR 1547",0,1,0
"4911","HR 1548",1,1,0
"4912","HR 1549",1,1,0
"4913","HR 1550",1,1,0
"4914","HR 1551",0,2,0
"4915","HR 1552",0,1,0
"4916","HR 1553",1,1,0
"4917","HR 1554",1,1,0
"4918","HR 1555",0,1,0
"4919","HR 1556",0,1,0
"4920","HR 1557",0,1,0
"4921","HR 1558",0,1,0
"4922","HR 1559",0,1,0
"4923","HR 1560",0,1,0
"4924","HR 1561",0,1,0
"4925","HR 1562",0,1,0
"4926","HR 1563",0,1,0
"4927","HR 1564",0,1,0
"4928","HR 1565",0,1,0
"4929","HR 1566",0,1,0
"4930","HR 1567",0,1,0
"4931","HR 1568",0,1,0
"4932","HR 1569",0,1,0
"4933","HR 1570",0,1,0
"4934","HR 1571",0,1,0
"4935","HR 1572",0,1,0
"4936","HR 1573",0,1,0
"4937","HR 1574",0,1,0
"4938","HR 1575",0,1,0
"4939","HR 1576",0,1,0
"4940","HR 1577",0,1,0
"4941","HR 1578",0,1,0
"4942","HR 1579",0,1,0
"4943","HR 1580",0,1,0
"4944","HR 1581",0,1,0
"4945","HR 1582",1,1,0
"4946","HR 1583",0,1,0
"4947","HR 1584",1,1,0
"4948","HR 1586",1,1,0
"4949","HR 1587",1,1,0
"4950","HR 1588",1,1,0
"4951","HR 1589",0,1,0
"4952","HR 1590",0,1,0
"4953","HR 1591",1,1,0
"4954","HR 1592",1,1,0
"4955","HR 1593",0.5,4,0
"4956","HR 1594",0,1,0
"4957","HR 1595",1,1,0
"4958","HR 1596",1,1,0
"4959","HR 1597",0.5,2,0
"4960","HR 1598",0,1,0
"4961","HR 1599",0,1,0
"4962","HR 160",1,1,0
"4963","HR 1600",0,1,0
"4964","HR 1601",0,1,0
"4965","HR 1602",0,1,0
"4966","HR 1603",0,1,0
"4967","HR 1604",0,1,0
"4968","HR 1605",0,1,0
"4969","HR 1606",0,1,0
"4970","HR 1607",0,1,0
"4971","HR 1608",0,1,0
"4972","HR 1609",0,1,0
"4973","HR 161",1,1,0
"4974","HR 1610",0,1,0
"4975","HR 1611",0,1,0
"4976","HR 1612",1,1,0
"4977","HR 1613",1,1,0
"4978","HR 1614",0,1,0
"4979","HR 1615",1,1,0
"4980","HR 1616",1,1,0
"4981","HR 1617",1,1,0
"4982","HR 1618",1,1,0
"4983","HR 1619",1,1,0
"4984","HR 162",1,1,0
"4985","HR 1620",1,1,0
"4986","HR 1621",1,1,0
"4987","HR 1622",1,2,0
"4988","HR 1623",1,1,0
"4989","HR 1624",1,1,0
"4990","HR 1625",1,1,0
"4991","HR 1626",1,1,0
"4992","HR 1627",1,1,0
"4993","HR 1628",1,1,0
"4994","HR 1629",0,1,0
"4995","HR 163",1,1,0
"4996","HR 1630",0,1,0
"4997","HR 1631",1,1,0
"4998","HR 1632",1,1,0
"4999","HR 1633",1,1,0
"5000","HR 1634",1,1,0
"5001","HR 1635",1,1,0
"5002","HR 164",1,1,0
"5003","HR 1641",1,1,0
"5004","HR 1642",1,1,0
"5005","HR 1643",1,1,0
"5006","HR 1644",1,1,0
"5007","HR 1645",1,1,0
"5008","HR 1646",1,1,0
"5009","HR 1647",0,1,0
"5010","HR 1648",1,1,0
"5011","HR 1649",0,1,0
"5012","HR 165",1,1,0
"5013","HR 1650",0,1,0
"5014","HR 1651",0,1,0
"5015","HR 1652",0,1,0
"5016","HR 1653",1,1,0
"5017","HR 1654",1,1,0
"5018","HR 1655",0,1,0
"5019","HR 1656",0,1,0
"5020","HR 1657",0,1,0
"5021","HR 1658",0,1,0
"5022","HR 1659",0,1,0
"5023","HR 166",0.8,5,0
"5024","HR 1660",0,1,0
"5025","HR 1661",0,1,0
"5026","HR 1662",0,1,0
"5027","HR 1663",0,1,0
"5028","HR 1664",0,1,0
"5029","HR 1665",0,1,0
"5030","HR 1666",0,1,0
"5031","HR 1667",0,1,0
"5032","HR 1668",0,1,0
"5033","HR 1669",0,1,0
"5034","HR 167",1,1,0
"5035","HR 1670",0,1,0
"5036","HR 1671",0,1,0
"5037","HR 1672",0,1,0
"5038","HR 1673",0,1,0
"5039","HR 1674",0,1,0
"5040","HR 1675",0,1,0
"5041","HR 1676",0,1,0
"5042","HR 1677",0,1,0
"5043","HR 1678",0,1,0
"5044","HR 1679",0,1,0
"5045","HR 168",0,1,0
"5046","HR 1680",0,1,0
"5047","HR 1681",0,1,0
"5048","HR 1682",0,1,0
"5049","HR 1683",1,1,0
"5050","HR 1684",1,1,0
"5051","HR 1685",1,1,0
"5052","HR 1686",1,1,0
"5053","HR 1687",1,1,0
"5054","HR 1688",1,1,0
"5055","HR 1689",1,1,0
"5056","HR 169",0.333333333333333,3,0
"5057","HR 1690",1,1,0
"5058","HR 1691",1,1,0
"5059","HR 1692",1,1,0
"5060","HR 1693",1,1,0
"5061","HR 1694",1,1,0
"5062","HR 1695",1,1,0
"5063","HR 1696",1,1,0
"5064","HR 1697",1,1,0
"5065","HR 1698",1,1,0
"5066","HR 1699",1,1,0
"5067","HR 17",1,1,0
"5068","HR 170",0,1,0
"5069","HR 1700",1,1,0
"5070","HR 1701",1,1,0
"5071","HR 1702",1,1,0
"5072","HR 1703",1,1,0
"5073","HR 1704",1,1,0
"5074","HR 1705",1,1,0
"5075","HR 1706",1,1,0
"5076","HR 1707",1,1,0
"5077","HR 1708",1,1,0
"5078","HR 1709",1,1,0
"5079","HR 171",0,41,0
"5080","HR 1710",1,1,0
"5081","HR 1711",1,1,0
"5082","HR 1712",1,1,0
"5083","HR 1713",1,1,0
"5084","HR 1714",1,1,0
"5085","HR 1715",1,1,0
"5086","HR 1716",1,1,0
"5087","HR 1717",1,1,0
"5088","HR 1718",1,1,0
"5089","HR 1719",1,1,0
"5090","HR 172",0,1,0
"5091","HR 1720",1,1,0
"5092","HR 1721",1,1,0
"5093","HR 1722",1,1,0
"5094","HR 1723",1,1,0
"5095","HR 1724",1,1,0
"5096","HR 1725",1,1,0
"5097","HR 1726",1,1,0
"5098","HR 1727",1,1,0
"5099","HR 1728",1,1,0
"5100","HR 1729",1,1,0
"5101","HR 173",1,1,0
"5102","HR 1730",1,1,0
"5103","HR 1731",1,1,0
"5104","HR 1732",1,1,0
"5105","HR 1733",1,1,0
"5106","HR 1734",1,1,0
"5107","HR 1735",1,1,0
"5108","HR 1736",1,1,0
"5109","HR 1737",1,1,0
"5110","HR 1738",1,1,0
"5111","HR 1739",1,1,0
"5112","HR 174",0,1,0
"5113","HR 1740",1,1,0
"5114","HR 1741",1,1,0
"5115","HR 1742",1,1,0
"5116","HR 1743",1,1,0
"5117","HR 1744",1,1,0
"5118","HR 1745",1,1,0
"5119","HR 1746",1,1,0
"5120","HR 1747",1,1,0
"5121","HR 1748",1,1,0
"5122","HR 1749",1,1,0
"5123","HR 175",0,1,0
"5124","HR 1750",1,1,0
"5125","HR 1751",1,1,0
"5126","HR 1752",1,1,0
"5127","HR 1753",1,1,0
"5128","HR 1754",1,1,0
"5129","HR 1755",1,1,0
"5130","HR 1756",1,1,0
"5131","HR 1757",1,1,0
"5132","HR 1758",1,1,0
"5133","HR 1759",1,1,0
"5134","HR 176",1,1,0
"5135","HR 1760",1,1,0
"5136","HR 1761",1,1,0
"5137","HR 1762",1,1,0
"5138","HR 1763",1,1,0
"5139","HR 1764",1,1,0
"5140","HR 1765",1,1,0
"5141","HR 1766",1,1,0
"5142","HR 1767",1,1,0
"5143","HR 1768",1,1,0
"5144","HR 1769",1,1,0
"5145","HR 177",1,1,0
"5146","HR 1770",1,1,0
"5147","HR 1771",1,1,0
"5148","HR 1772",1,1,0
"5149","HR 1773",1,1,0
"5150","HR 1774",1,1,0
"5151","HR 1775",1,1,0
"5152","HR 1776",1,1,0
"5153","HR 1777",1,1,0
"5154","HR 1778",1,1,0
"5155","HR 178",0,1,0
"5156","HR 1780",1,1,0
"5157","HR 1781",1,1,0
"5158","HR 1782",1,1,0
"5159","HR 1783",1,1,0
"5160","HR 1784",1,1,0
"5161","HR 1785",1,1,0
"5162","HR 1786",1,1,0
"5163","HR 1787",1,1,0
"5164","HR 1788",1,1,0
"5165","HR 1789",1,1,0
"5166","HR 179",0,1,0
"5167","HR 1790",1,1,0
"5168","HR 1791",1,1,0
"5169","HR 1792",1,1,0
"5170","HR 1793",1,1,0
"5171","HR 1794",1,1,0
"5172","HR 1795",1,1,0
"5173","HR 1796",1,1,0
"5174","HR 1797",1,1,0
"5175","HR 1798",1,1,0
"5176","HR 1799",1,1,0
"5177","HR 180",0,1,0
"5178","HR 1800",1,1,0
"5179","HR 1801",1,1,0
"5180","HR 1802",1,1,0
"5181","HR 1803",1,1,0
"5182","HR 1804",1,1,0
"5183","HR 1805",1,1,0
"5184","HR 1806",1,1,0
"5185","HR 1807",1,1,0
"5186","HR 1808",1,1,0
"5187","HR 1809",1,1,0
"5188","HR 181",1,1,0
"5189","HR 1810",1,1,0
"5190","HR 1811",1,1,0
"5191","HR 1812",1,1,0
"5192","HR 1813",1,1,0
"5193","HR 1814",1,1,0
"5194","HR 1815",1,1,0
"5195","HR 1816",1,1,0
"5196","HR 1817",1,1,0
"5197","HR 1818",1,1,0
"5198","HR 1819",1,1,0
"5199","HR 182",0,1,0
"5200","HR 1820",1,1,0
"5201","HR 1821",1,1,0
"5202","HR 1822",1,1,0
"5203","HR 1823",1,1,0
"5204","HR 1824",1,1,0
"5205","HR 1825",0,1,0
"5206","HR 1826",1,1,0
"5207","HR 1827",1,1,0
"5208","HR 1828",1,3,0
"5209","HR 1829",0,2,0
"5210","HR 183",1,1,0
"5211","HR 1830",0,1,0
"5212","HR 1831",0,1,0
"5213","HR 1832",0,1,0
"5214","HR 1833",0.75,4,0
"5215","HR 1835",0,1,0
"5216","HR 184",1,1,0
"5217","HR 1840",1,1,0
"5218","HR 1841",0.333333333333333,3,0
"5219","HR 1842",1,1,0
"5220","HR 1843",0,1,0
"5221","HR 1844",0.75,4,0
"5222","HR 1845",1,1,0
"5223","HR 1846",1,1,0
"5224","HR 1847",1,1,0
"5225","HR 1848",1,1,0
"5226","HR 1849",1,1,0
"5227","HR 1850",1,1,0
"5228","HR 1851",0,1,0
"5229","HR 1852",0,1,0
"5230","HR 1853",1,1,0
"5231","HR 1854",0,1,0
"5232","HR 1855",0,1,0
"5233","HR 1856",1,1,0
"5234","HR 1857",1,1,0
"5235","HR 1858",1,1,0
"5236","HR 1859",1,1,0
"5237","HR 186",1,1,0
"5238","HR 1860",1,1,0
"5239","HR 1861",1,1,0
"5240","HR 1862",1,1,0
"5241","HR 1864",1,1,0
"5242","HR 1865",0,1,0
"5243","HR 1866",0,1,0
"5244","HR 1867",0,1,0
"5245","HR 1868",0,1,0
"5246","HR 1869",1,1,0
"5247","HR 187",1,1,0
"5248","HR 1870",0,1,0
"5249","HR 1871",1,1,0
"5250","HR 1872",1,1,0
"5251","HR 1873",0,1,0
"5252","HR 1874",1,1,0
"5253","HR 1875",0,1,0
"5254","HR 1876",0,1,0
"5255","HR 188",1,1,0
"5256","HR 1883",1,1,0
"5257","HR 1884",1,1,0
"5258","HR 1885",1,1,0
"5259","HR 1886",1,1,0
"5260","HR 1887",0,1,0
"5261","HR 1888",1,1,0
"5262","HR 1889",1,1,0
"5263","HR 189",1,4,0
"5264","HR 1890",0,1,0
"5265","HR 1891",0,1,0
"5266","HR 1892",0,1,0
"5267","HR 1893",1,1,0
"5268","HR 1894",1,1,0
"5269","HR 1895",1,1,0
"5270","HR 1896",1,1,0
"5271","HR 1897",1,1,0
"5272","HR 1898",1,1,0
"5273","HR 1899",1,1,0
"5274","HR 190",0,1,0
"5275","HR 1900",0,1,0
"5276","HR 1901",0,1,0
"5277","HR 1902",0,1,0
"5278","HR 1903",0,1,0
"5279","HR 1904",0,1,0
"5280","HR 1905",0,1,0
"5281","HR 1906",1,1,0
"5282","HR 1907",1,1,0
"5283","HR 1908",0,1,0
"5284","HR 1909",0,1,0
"5285","HR 191",0.803921568627451,51,0
"5286","HR 1910",0,1,0
"5287","HR 1912",0,4,0
"5288","HR 1913",1,1,0
"5289","HR 1914",0,1,0
"5290","HR 1915",0,1,0
"5291","HR 1917",0,1,0
"5292","HR 1918",1,1,0
"5293","HR 1919",1,1,0
"5294","HR 192",1,1,0
"5295","HR 1920",0,1,0
"5296","HR 1921",0,1,0
"5297","HR 1922",0,1,0
"5298","HR 1923",0,1,0
"5299","HR 1924",0,1,0
"5300","HR 1925",0,1,0
"5301","HR 1926",0.75,4,0
"5302","HR 1927",0,1,0
"5303","HR 1928",0,1,0
"5304","HR 1929",0,1,0
"5305","HR 193",1,4,0
"5306","HR 1930",1,1,0
"5307","HR 1931",0,1,0
"5308","HR 1932",1,1,0
"5309","HR 1933",0,1,0
"5310","HR 1934",1,1,0
"5311","HR 1935",0,1,0
"5312","HR 1936",0,1,0
"5313","HR 1938",1,1,0
"5314","HR 1939",1,1,0
"5315","HR 194",1,1,0
"5316","HR 1940",1,1,0
"5317","HR 1941",0,1,0
"5318","HR 1942",0,1,0
"5319","HR 1943",0,1,0
"5320","HR 1944",0,1,0
"5321","HR 1945",0,1,0
"5322","HR 1946",0,1,0
"5323","HR 1947",0,1,0
"5324","HR 1948",0,1,0
"5325","HR 1949",0,1,0
"5326","HR 195",1,1,0
"5327","HR 1950",0,1,0
"5328","HR 1951",1,1,0
"5329","HR 1952",0,1,0
"5330","HR 1953",1,1,0
"5331","HR 1954",1,1,0
"5332","HR 1956",1,1,0
"5333","HR 1957",0,1,0
"5334","HR 1958",1,1,0
"5335","HR 1959",1,1,0
"5336","HR 196",0,1,0
"5337","HR 1960",0,1,0
"5338","HR 1961",0,1,0
"5339","HR 1962",0,1,0
"5340","HR 1963",0,1,0
"5341","HR 1964",0,1,0
"5342","HR 1965",1,1,0
"5343","HR 1967",0,1,0
"5344","HR 1969",1,1,0
"5345","HR 197",1,1,0
"5346","HR 1970",1,1,0
"5347","HR 1971",1,1,0
"5348","HR 1972",1,1,0
"5349","HR 1973",1,1,0
"5350","HR 1974",1,1,0
"5351","HR 1975",1,1,0
"5352","HR 1976",1,1,0
"5353","HR 1977",1,1,0
"5354","HR 1978",1,1,0
"5355","HR 1979",0,1,0
"5356","HR 198",1,1,0
"5357","HR 1980",0,1,0
"5358","HR 1981",0,1,0
"5359","HR 1982",0,1,0
"5360","HR 1983",0,1,0
"5361","HR 1984",1,1,0
"5362","HR 1985",1,1,0
"5363","HR 1986",1,1,0
"5364","HR 1987",1,1,0
"5365","HR 1988",0,1,0
"5366","HR 1989",0,1,0
"5367","HR 199",0,1,0
"5368","HR 1990",0,1,0
"5369","HR 1991",0,1,0
"5370","HR 1992",0,1,0
"5371","HR 1993",0,1,0
"5372","HR 1994",0,1,0
"5373","HR 1995",0,1,0
"5374","HR 1996",1,1,0
"5375","HR 1997",1,1,0
"5376","HR 1998",1,1,0
"5377","HR 2",0.75,4,0
"5378","HR 200",0.8,5,0
"5379","HR 2000",1,1,0
"5380","HR 2001",1,1,0
"5381","HR 2002",0,1,0
"5382","HR 2003",1,1,0
"5383","HR 2004",0,1,0
"5384","HR 2005",1,1,0
"5385","HR 2006",0,1,0
"5386","HR 2007",1,1,0
"5387","HR 2008",0,1,0
"5388","HR 2009",0,1,0
"5389","HR 201",1,1,0
"5390","HR 2010",0,1,0
"5391","HR 2011",0,1,0
"5392","HR 2012",0,1,0
"5393","HR 2013",1,1,0
"5394","HR 2014",0,1,0
"5395","HR 2015",0,1,0
"5396","HR 2016",1,1,0
"5397","HR 2017",0,1,0
"5398","HR 2018",0,1,0
"5399","HR 2019",0,2,0
"5400","HR 202",0.5,2,0
"5401","HR 2020",1,1,0
"5402","HR 2021",1,1,0
"5403","HR 2022",0,1,0
"5404","HR 2023",0,1,0
"5405","HR 2024",0,1,0
"5406","HR 2025",1,1,0
"5407","HR 2026",1,1,0
"5408","HR 2027",1,1,0
"5409","HR 2028",1,1,0
"5410","HR 2029",1,1,0
"5411","HR 203",1,1,0
"5412","HR 2030",1,1,0
"5413","HR 2031",1,1,0
"5414","HR 2032",1,1,0
"5415","HR 2033",1,1,0
"5416","HR 2034",0,1,0
"5417","HR 2035",0,1,0
"5418","HR 2036",0,1,0
"5419","HR 2037",0,1,0
"5420","HR 2038",0,1,0
"5421","HR 2039",0,1,0
"5422","HR 204",1,1,0
"5423","HR 2040",0,1,0
"5424","HR 2041",1,1,0
"5425","HR 2042",0,1,0
"5426","HR 2043",1,1,0
"5427","HR 2044",1,1,0
"5428","HR 2048",0,1,0
"5429","HR 2049",0,1,0
"5430","HR 205",0,1,0
"5431","HR 2050",1,1,0
"5432","HR 2051",1,1,0
"5433","HR 2052",1,1,0
"5434","HR 2053",1,1,0
"5435","HR 2054",1,1,0
"5436","HR 2055",0,1,0
"5437","HR 2056",0,1,0
"5438","HR 2057",1,1,0
"5439","HR 2058",0,1,0
"5440","HR 2059",0,1,0
"5441","HR 206",1,1,0
"5442","HR 2060",0,1,0
"5443","HR 2061",1,1,0
"5444","HR 2062",1,1,0
"5445","HR 2063",0,1,0
"5446","HR 2064",0,1,0
"5447","HR 2065",0,1,0
"5448","HR 2066",0,1,0
"5449","HR 2067",0,1,0
"5450","HR 2068",0,1,0
"5451","HR 2069",0,1,0
"5452","HR 207",1,1,0
"5453","HR 2070",0,1,0
"5454","HR 2072",1,1,0
"5455","HR 2073",0,1,0
"5456","HR 2074",0,1,0
"5457","HR 2075",0,1,0
"5458","HR 2076",0,1,0
"5459","HR 2077",0,1,0
"5460","HR 2078",0,1,0
"5461","HR 2079",0,1,0
"5462","HR 2080",0,1,0
"5463","HR 2081",0,1,0
"5464","HR 2082",1,1,0
"5465","HR 2083",0,1,0
"5466","HR 2085",1,1,0
"5467","HR 2086",0,1,0
"5468","HR 2087",0,1,0
"5469","HR 2088",1,1,0
"5470","HR 2090",1,1,0
"5471","HR 2091",0,1,0
"5472","HR 2092",0,1,0
"5473","HR 2093",1,1,0
"5474","HR 2094",0,1,0
"5475","HR 2095",1,1,0
"5476","HR 2096",1,1,0
"5477","HR 2097",1,1,0
"5478","HR 2098",1,1,0
"5479","HR 2099",1,1,0
"5480","HR 210",1,1,0
"5481","HR 2100",1,1,0
"5482","HR 2101",1,1,0
"5483","HR 2102",1,1,0
"5484","HR 2103",1,1,0
"5485","HR 2104",1,1,0
"5486","HR 2105",1,1,0
"5487","HR 2106",1,1,0
"5488","HR 2107",0,1,0
"5489","HR 2108",0,1,0
"5490","HR 2109",1,1,0
"5491","HR 211",0.5,2,0
"5492","HR 2110",0,1,0
"5493","HR 2111",1,1,0
"5494","HR 2112",1,1,0
"5495","HR 2113",0,1,0
"5496","HR 2114",0,1,0
"5497","HR 2115",0,1,0
"5498","HR 2116",0,1,0
"5499","HR 2117",0,1,0
"5500","HR 2118",0,1,0
"5501","HR 2119",0,1,0
"5502","HR 212",1,1,0
"5503","HR 2120",0,1,0
"5504","HR 2121",0,1,0
"5505","HR 2122",0,1,0
"5506","HR 2123",0,1,0
"5507","HR 2124",1,1,0
"5508","HR 2125",1,1,0
"5509","HR 2126",1,1,0
"5510","HR 2128",1,1,0
"5511","HR 2129",1,1,0
"5512","HR 213",1,2,0
"5513","HR 2130",0,1,0
"5514","HR 2131",1,1,0
"5515","HR 2132",1,1,0
"5516","HR 2134",1,1,0
"5517","HR 2135",1,1,0
"5518","HR 2136",1,1,0
"5519","HR 2137",0,1,0
"5520","HR 2138",0,1,0
"5521","HR 2139",0.75,4,0
"5522","HR 214",1,1,0
"5523","HR 2140",0,1,0
"5524","HR 2141",0.75,4,0
"5525","HR 2142",1,1,0
"5526","HR 2143",0,1,0
"5527","HR 2144",0,1,0
"5528","HR 2145",0,5,0
